Source,Target,weight
Pimping,Child Annoying (17Yrs & Under),218
Pimping,Child Neglect (See 300 W.I.C.),252
Pimping,Child Stealing,98
Pimping,Conspiracy,3
Pimping,Contempt Of Court,123
Pimping,Contributing,15
Pimping,Counterfeit,73
Pimping,"Credit Cards, Fraud Use ($950 & Under",15
Pimping,"Credit Cards, Fraud Use ($950.01 & Over)",71
Pimping,Criminal Homicide,165
Pimping,Criminal Threats - No Weapon Displayed,413
Pimping,Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,283
Pimping,Cruelty To Animals,94
Pimping,"Defrauding Innkeeper/Theft Of Services, $400 & Under",149
Pimping,"Defrauding Innkeeper/Theft Of Services, Over $400",21
Pimping,Discharge Firearms/Shots Fired,205
Pimping,Dishonest Employee - Grand Theft,19
Pimping,Dishonest Employee - Petty Theft,10
Pimping,Disrupt School,2
Pimping,Disturbing The Peace,217
Pimping,Document Forgery / Stolen Felony,401
Pimping,Document Worthless ($200 & Under),3
Pimping,Document Worthless ($200.01 & Over),34
Pimping,Driving Without Owner Consent (Dwoc),47
Pimping,"Drugs, To A Minor",3
Pimping,Drunk Roll,2
Pimping,"Embezzlement, Grand Theft ($950.01 & Over)",327
Pimping,"Embezzlement, Petty Theft ($950 & Under)",58
Pimping,Extortion,123
Pimping,Failure To Disperse,1
Pimping,Failure To Yield,36
Pimping,False Imprisonment,61
Pimping,False Police Report,35
Pimping,Grand Theft / Insurance Fraud,4
Pimping,Illegal Dumping,46
Pimping,Incest (Sexual Acts Between Blood Relatives),1
Pimping,Inciting A Riot,2
Pimping,Indecent Exposure,192
Pimping,Intimate Partner - Aggravated Assault,279
Pimping,Intimate Partner - Simple Assault,413
Pimping,Kidnapping,134
Pimping,Kidnapping - Grand Attempt,51
Pimping,"Letters, Lewd",407
Pimping,Lewd Conduct,84
Pimping,Lynching,5
Pimping,Lynching - Attempted,1
Pimping,Oral Copulation,106
Pimping,Other Assault,126
Pimping,Other Miscellaneous Crime,402
Pimping,Pandering,21
Pimping,Peeping Tom,92
Pimping,Petty Theft - Auto Repair,4
Pimping,Pickpocket,66
Pimping,"Pickpocket, Attempt",1
Pimping,Pimping,39
Pimping,Prowler,64
Pimping,Purse Snatching,92
Pimping,Purse Snatching - Attempt,3
Pimping,"Rape, Attempted",100
Pimping,"Rape, Forcible",335
Pimping,Reckless Driving,19
Pimping,"Replica Firearms(Sale,Display,Manufacture Or Distribute)0132",1
Pimping,Resisting Arrest,190
Pimping,Robbery,413
Pimping,"Sex, Unlawful",167
Pimping,Sexual Pentration With A Foreign Object,132
Pimping,Shoplifting - Attempt,20
Pimping,Shoplifting - Petty Theft ($950 & Under),409
Pimping,Shoplifting-Grand Theft ($950.01 & Over),208
Pimping,Shots Fired At Inhabited Dwelling,163
Pimping,"Shots Fired At Moving Vehicle, Train Or Aircraft",15
Pimping,Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,88
Pimping,Stalking,116
Pimping,Telephone Property - Damage,7
Pimping,Theft From Motor Vehicle - Attempt,92
Pimping,Theft From Motor Vehicle - Grand ($400 And Over),408
Pimping,Theft From Motor Vehicle - Petty ($950 & Under),413
Pimping,Theft From Person - Attempt,19
Pimping,Theft Of Identity,413
Pimping,Theft Plain - Attempt,122
Pimping,Theft Plain - Petty ($950 & Under),413
Pimping,"Theft, Coin Machine - Attempt",1
Pimping,"Theft, Coin Machine - Grand ($950.01 & Over)",3
Pimping,"Theft, Coin Machine - Petty ($950 & Under)",23
Pimping,"Theft, Person",379
Pimping,"Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",413
Pimping,Threatening Phone Calls/Letters,191
Pimping,Throwing Object At Moving Vehicle,106
Pimping,Till Tap - Grand Theft ($950.01 & Over),2
Pimping,Till Tap - Petty ($950 & Under),6
Pimping,Trespassing,403
Pimping,Unauthorized Computer Access,87
Pimping,Unknown,35
Pimping,"Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",413
Pimping,Vandalism - Misdeameanor ($399 Or Under),413
Pimping,Vehicle - Attempt Stolen,196
Pimping,Vehicle - Stolen,413
Pimping,Violation Of Court Order,406
Pimping,Violation Of Restraining Order,397
Pimping,Violation Of Temporary Restraining Order,100
Pimping,Weapons Possession/Bombing,11
Prowler,Arson,379
Prowler,Assault With Deadly Weapon On Police Officer,148
Prowler,"Assault With Deadly Weapon, Aggravated Assault",727
Prowler,Attempted Robbery,684
Prowler,Battery - Simple Assault,727
Prowler,Battery On A Firefighter,40
Prowler,Battery Police (Simple),412
Prowler,Battery With Sexual Contact,661
Prowler,"Beastiality, Crime Against Nature Sexual Asslt With Anim0065",4
Prowler,Bigamy,3
Prowler,Bike - Attempted Stolen,5
Prowler,Bike - Stolen,554
Prowler,Blocking Door Induction Center,1
Prowler,Boat - Stolen,35
Prowler,Bomb Scare,167
Prowler,Brandish Weapon,622
Prowler,Bribery,6
Prowler,"Bunco, Attempt",77
Prowler,"Bunco, Grand Theft",501
Prowler,"Bunco, Petty Theft",374
Prowler,Burglary,727
Prowler,Burglary From Vehicle,727
Prowler,"Burglary From Vehicle, Attempted",377
Prowler,"Burglary, Attempted",686
Prowler,Child Abandonment,15
Prowler,Child Abuse (Physical) - Aggravated Assault,249
Prowler,Child Abuse (Physical) - Simple Assault,609
Prowler,Child Annoying (17Yrs & Under),475
Prowler,Child Neglect (See 300 W.I.C.),536
Prowler,Child Stealing,172
Prowler,Conspiracy,6
Prowler,Contempt Of Court,208
Prowler,Contributing,32
Prowler,Counterfeit,142
Prowler,"Credit Cards, Fraud Use ($950 & Under",36
Prowler,"Credit Cards, Fraud Use ($950.01 & Over)",127
Prowler,Criminal Homicide,332
Prowler,Criminal Threats - No Weapon Displayed,727
Prowler,Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,517
Prowler,Cruelty To Animals,227
Prowler,"Defrauding Innkeeper/Theft Of Services, $400 & Under",286
Prowler,"Defrauding Innkeeper/Theft Of Services, Over $400",34
Prowler,Discharge Firearms/Shots Fired,414
Prowler,Dishonest Employee - Grand Theft,20
Prowler,Dishonest Employee - Petty Theft,26
Prowler,Dishonest Employee Attempted Theft,2
Prowler,Disrupt School,5
Prowler,Disturbing The Peace,415
Prowler,Document Forgery / Stolen Felony,715
Prowler,Document Worthless ($200 & Under),9
Prowler,Document Worthless ($200.01 & Over),59
Prowler,Driving Without Owner Consent (Dwoc),85
Prowler,"Drugs, To A Minor",4
Prowler,Drunk Roll,6
Prowler,"Embezzlement, Grand Theft ($950.01 & Over)",605
Prowler,"Embezzlement, Petty Theft ($950 & Under)",102
Prowler,Extortion,258
Prowler,Failure To Disperse,3
Prowler,Failure To Yield,50
Prowler,False Imprisonment,134
Prowler,False Police Report,58
Prowler,Grand Theft / Auto Repair,2
Prowler,Grand Theft / Insurance Fraud,13
Prowler,Illegal Dumping,83
Prowler,Incest (Sexual Acts Between Blood Relatives),1
Prowler,Inciting A Riot,2
Prowler,Indecent Exposure,370
Prowler,Intimate Partner - Aggravated Assault,497
Prowler,Intimate Partner - Simple Assault,727
Prowler,Kidnapping,271
Prowler,Kidnapping - Grand Attempt,118
Prowler,"Letters, Lewd",715
Prowler,Lewd Conduct,196
Prowler,Lynching,6
Prowler,Lynching - Attempted,2
Prowler,Oral Copulation,237
Prowler,Other Assault,247
Prowler,Other Miscellaneous Crime,723
Prowler,Pandering,26
Prowler,Peeping Tom,157
Prowler,Petty Theft - Auto Repair,2
Prowler,Pickpocket,108
Prowler,"Pickpocket, Attempt",5
Prowler,Pimping,74
Prowler,Prowler,141
Prowler,Purse Snatching,195
Prowler,Purse Snatching - Attempt,8
Prowler,"Rape, Attempted",172
Prowler,"Rape, Forcible",624
Prowler,Reckless Driving,41
Prowler,"Replica Firearms(Sale,Display,Manufacture Or Distribute)0132",2
Prowler,Resisting Arrest,364
Prowler,Robbery,727
Prowler,"Sex, Unlawful",347
Prowler,Sexual Pentration With A Foreign Object,238
Prowler,Shoplifting - Attempt,31
Prowler,Shoplifting - Petty Theft ($950 & Under),727
Prowler,Shoplifting-Grand Theft ($950.01 & Over),387
Prowler,Shots Fired At Inhabited Dwelling,336
Prowler,"Shots Fired At Moving Vehicle, Train Or Aircraft",33
Prowler,Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,185
Prowler,Stalking,263
Prowler,Telephone Property - Damage,8
Prowler,Theft From Motor Vehicle - Attempt,183
Prowler,Theft From Motor Vehicle - Grand ($400 And Over),726
Prowler,Theft From Motor Vehicle - Petty ($950 & Under),727
Prowler,Theft From Person - Attempt,51
Prowler,Theft Of Identity,727
Prowler,Theft Plain - Attempt,264
Prowler,Theft Plain - Petty ($950 & Under),727
Prowler,"Theft, Coin Machine - Attempt",7
Prowler,"Theft, Coin Machine - Grand ($950.01 & Over)",6
Prowler,"Theft, Coin Machine - Petty ($950 & Under)",34
Prowler,"Theft, Person",698
Prowler,"Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",727
Prowler,Threatening Phone Calls/Letters,403
Prowler,Throwing Object At Moving Vehicle,212
Prowler,Till Tap - Grand Theft ($950.01 & Over),3
Prowler,Till Tap - Petty ($950 & Under),18
Prowler,Trespassing,715
Prowler,Unauthorized Computer Access,175
Prowler,Unknown,48
Prowler,"Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",727
Prowler,Vandalism - Misdeameanor ($399 Or Under),727
Prowler,Vehicle - Attempt Stolen,400
Prowler,Vehicle - Stolen,727
Prowler,Violation Of Court Order,718
Prowler,Violation Of Restraining Order,716
Prowler,Violation Of Temporary Restraining Order,179
Prowler,Weapons Possession/Bombing,27
Purse Snatching,Abortion/Illegal,2
Purse Snatching,Arson,499
Purse Snatching,Assault With Deadly Weapon On Police Officer,216
Purse Snatching,"Assault With Deadly Weapon, Aggravated Assault",968
Purse Snatching,Attempted Robbery,905
Purse Snatching,Battery - Simple Assault,968
Purse Snatching,Battery On A Firefighter,60
Purse Snatching,Battery Police (Simple),565
Purse Snatching,Battery With Sexual Contact,854
Purse Snatching,"Beastiality, Crime Against Nature Sexual Asslt With Anim0065",5
Purse Snatching,Bike - Attempted Stolen,11
Purse Snatching,Bike - Stolen,716
Purse Snatching,Blocking Door Induction Center,1
Purse Snatching,Boat - Stolen,39
Purse Snatching,Bomb Scare,208
Purse Snatching,Brandish Weapon,833
Purse Snatching,Bribery,11
Purse Snatching,"Bunco, Attempt",123
Purse Snatching,"Bunco, Grand Theft",658
Purse Snatching,"Bunco, Petty Theft",500
Purse Snatching,Burglary,968
Purse Snatching,Burglary From Vehicle,968
Purse Snatching,"Burglary From Vehicle, Attempted",494
Purse Snatching,"Burglary, Attempted",920
Purse Snatching,Child Abandonment,18
Purse Snatching,Child Abuse (Physical) - Aggravated Assault,307
Purse Snatching,Child Abuse (Physical) - Simple Assault,776
Purse Snatching,Child Annoying (17Yrs & Under),596
Purse Snatching,Child Neglect (See 300 W.I.C.),648
Purse Snatching,Child Stealing,224
Purse Snatching,Conspiracy,9
Purse Snatching,Contempt Of Court,334
Purse Snatching,Contributing,44
Purse Snatching,Counterfeit,163
Purse Snatching,"Credit Cards, Fraud Use ($950 & Under",54
Purse Snatching,"Credit Cards, Fraud Use ($950.01 & Over)",171
Purse Snatching,Criminal Homicide,438
Purse Snatching,Criminal Threats - No Weapon Displayed,968
Purse Snatching,Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,711
Purse Snatching,Cruelty To Animals,276
Purse Snatching,"Defrauding Innkeeper/Theft Of Services, $400 & Under",351
Purse Snatching,"Defrauding Innkeeper/Theft Of Services, Over $400",55
Purse Snatching,Discharge Firearms/Shots Fired,525
Purse Snatching,Dishonest Employee - Grand Theft,32
Purse Snatching,Dishonest Employee - Petty Theft,33
Purse Snatching,Dishonest Employee Attempted Theft,2
Purse Snatching,Disrupt School,6
Purse Snatching,Disturbing The Peace,541
Purse Snatching,Document Forgery / Stolen Felony,955
Purse Snatching,Document Worthless ($200 & Under),10
Purse Snatching,Document Worthless ($200.01 & Over),62
Purse Snatching,Driving Without Owner Consent (Dwoc),107
Purse Snatching,"Drugs, To A Minor",9
Purse Snatching,Drunk Roll,11
Purse Snatching,"Embezzlement, Grand Theft ($950.01 & Over)",785
Purse Snatching,"Embezzlement, Petty Theft ($950 & Under)",109
Purse Snatching,Extortion,360
Purse Snatching,Failure To Disperse,4
Purse Snatching,Failure To Yield,60
Purse Snatching,False Imprisonment,193
Purse Snatching,False Police Report,77
Purse Snatching,Grand Theft / Auto Repair,4
Purse Snatching,Grand Theft / Insurance Fraud,19
Purse Snatching,Illegal Dumping,112
Purse Snatching,Incest (Sexual Acts Between Blood Relatives),3
Purse Snatching,Inciting A Riot,2
Purse Snatching,Indecent Exposure,493
Purse Snatching,Intimate Partner - Aggravated Assault,672
Purse Snatching,Intimate Partner - Simple Assault,968
Purse Snatching,Kidnapping,363
Purse Snatching,Kidnapping - Grand Attempt,171
Purse Snatching,"Letters, Lewd",954
Purse Snatching,Lewd Conduct,244
Purse Snatching,Lynching,6
Purse Snatching,Lynching - Attempted,3
Purse Snatching,"Manslaughter, Negligent",1
Purse Snatching,Oral Copulation,279
Purse Snatching,Other Assault,353
Purse Snatching,Other Miscellaneous Crime,954
Purse Snatching,Pandering,64
Purse Snatching,Peeping Tom,205
Purse Snatching,Petty Theft - Auto Repair,8
Purse Snatching,Pickpocket,148
Purse Snatching,"Pickpocket, Attempt",3
Purse Snatching,Pimping,102
Purse Snatching,Prowler,183
Purse Snatching,Purse Snatching,274
Purse Snatching,Purse Snatching - Attempt,10
Purse Snatching,"Rape, Attempted",221
Purse Snatching,"Rape, Forcible",816
Purse Snatching,Reckless Driving,54
Purse Snatching,"Replica Firearms(Sale,Display,Manufacture Or Distribute)0132",2
Purse Snatching,Resisting Arrest,451
Purse Snatching,Robbery,968
Purse Snatching,"Sex, Unlawful",455
Purse Snatching,Sexual Pentration With A Foreign Object,310
Purse Snatching,Shoplifting - Attempt,52
Purse Snatching,Shoplifting - Petty Theft ($950 & Under),968
Purse Snatching,Shoplifting-Grand Theft ($950.01 & Over),521
Purse Snatching,Shots Fired At Inhabited Dwelling,426
Purse Snatching,"Shots Fired At Moving Vehicle, Train Or Aircraft",46
Purse Snatching,Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,227
Purse Snatching,Stalking,347
Purse Snatching,Telephone Property - Damage,10
Purse Snatching,Theft From Motor Vehicle - Attempt,235
Purse Snatching,Theft From Motor Vehicle - Grand ($400 And Over),968
Purse Snatching,Theft From Motor Vehicle - Petty ($950 & Under),968
Purse Snatching,Theft From Person - Attempt,57
Purse Snatching,Theft Of Identity,968
Purse Snatching,Theft Plain - Attempt,321
Purse Snatching,Theft Plain - Petty ($950 & Under),968
Purse Snatching,"Theft, Coin Machine - Attempt",6
Purse Snatching,"Theft, Coin Machine - Grand ($950.01 & Over)",12
Purse Snatching,"Theft, Coin Machine - Petty ($950 & Under)",50
Purse Snatching,"Theft, Person",904
Purse Snatching,"Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",968
Purse Snatching,Threatening Phone Calls/Letters,508
Purse Snatching,Throwing Object At Moving Vehicle,272
Purse Snatching,Till Tap - Attempt,1
Purse Snatching,Till Tap - Grand Theft ($950.01 & Over),5
Purse Snatching,Till Tap - Petty ($950 & Under),23
Purse Snatching,Trespassing,951
Purse Snatching,Unauthorized Computer Access,236
Purse Snatching,Unknown,87
Purse Snatching,"Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",968
Purse Snatching,Vandalism - Misdeameanor ($399 Or Under),968
Purse Snatching,Vehicle - Attempt Stolen,526
Purse Snatching,Vehicle - Stolen,968
Purse Snatching,Violation Of Court Order,942
Purse Snatching,Violation Of Restraining Order,944
Purse Snatching,Violation Of Temporary Restraining Order,244
Purse Snatching,Weapons Possession/Bombing,48
Purse Snatching - Attempt,Arson,23
Purse Snatching - Attempt,Assault With Deadly Weapon On Police Officer,10
Purse Snatching - Attempt,"Assault With Deadly Weapon, Aggravated Assault",40
Purse Snatching - Attempt,Attempted Robbery,40
Purse Snatching - Attempt,Battery - Simple Assault,40
Purse Snatching - Attempt,Battery Police (Simple),21
Purse Snatching - Attempt,Battery With Sexual Contact,37
Purse Snatching - Attempt,Bike - Stolen,26
Purse Snatching - Attempt,Boat - Stolen,3
Purse Snatching - Attempt,Bomb Scare,15
Purse Snatching - Attempt,Brandish Weapon,37
Purse Snatching - Attempt,Bribery,1
Purse Snatching - Attempt,"Bunco, Attempt",4
Purse Snatching - Attempt,"Bunco, Grand Theft",21
Purse Snatching - Attempt,"Bunco, Petty Theft",22
Purse Snatching - Attempt,Burglary,40
Purse Snatching - Attempt,Burglary From Vehicle,40
Purse Snatching - Attempt,"Burglary From Vehicle, Attempted",24
Purse Snatching - Attempt,"Burglary, Attempted",39
Purse Snatching - Attempt,Child Abandonment,3
Purse Snatching - Attempt,Child Abuse (Physical) - Aggravated Assault,13
Purse Snatching - Attempt,Child Abuse (Physical) - Simple Assault,37
Purse Snatching - Attempt,Child Annoying (17Yrs & Under),27
Purse Snatching - Attempt,Child Neglect (See 300 W.I.C.),30
Purse Snatching - Attempt,Child Stealing,10
Purse Snatching - Attempt,Contempt Of Court,14
Purse Snatching - Attempt,Counterfeit,5
Purse Snatching - Attempt,"Credit Cards, Fraud Use ($950 & Under",3
Purse Snatching - Attempt,"Credit Cards, Fraud Use ($950.01 & Over)",8
Purse Snatching - Attempt,Criminal Homicide,24
Purse Snatching - Attempt,Criminal Threats - No Weapon Displayed,40
Purse Snatching - Attempt,Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,35
Purse Snatching - Attempt,Cruelty To Animals,19
Purse Snatching - Attempt,"Defrauding Innkeeper/Theft Of Services, $400 & Under",12
Purse Snatching - Attempt,"Defrauding Innkeeper/Theft Of Services, Over $400",4
Purse Snatching - Attempt,Discharge Firearms/Shots Fired,29
Purse Snatching - Attempt,Dishonest Employee - Grand Theft,2
Purse Snatching - Attempt,Disturbing The Peace,28
Purse Snatching - Attempt,Document Forgery / Stolen Felony,40
Purse Snatching - Attempt,Document Worthless ($200.01 & Over),4
Purse Snatching - Attempt,Driving Without Owner Consent (Dwoc),6
Purse Snatching - Attempt,"Embezzlement, Grand Theft ($950.01 & Over)",29
Purse Snatching - Attempt,"Embezzlement, Petty Theft ($950 & Under)",8
Purse Snatching - Attempt,Extortion,16
Purse Snatching - Attempt,Failure To Yield,3
Purse Snatching - Attempt,False Imprisonment,7
Purse Snatching - Attempt,False Police Report,1
Purse Snatching - Attempt,Grand Theft / Auto Repair,1
Purse Snatching - Attempt,Grand Theft / Insurance Fraud,1
Purse Snatching - Attempt,Illegal Dumping,6
Purse Snatching - Attempt,Indecent Exposure,25
Purse Snatching - Attempt,Intimate Partner - Aggravated Assault,27
Purse Snatching - Attempt,Intimate Partner - Simple Assault,40
Purse Snatching - Attempt,Kidnapping,20
Purse Snatching - Attempt,Kidnapping - Grand Attempt,11
Purse Snatching - Attempt,"Letters, Lewd",40
Purse Snatching - Attempt,Lewd Conduct,11
Purse Snatching - Attempt,Oral Copulation,17
Purse Snatching - Attempt,Other Assault,14
Purse Snatching - Attempt,Other Miscellaneous Crime,40
Purse Snatching - Attempt,Peeping Tom,13
Purse Snatching - Attempt,Petty Theft - Auto Repair,2
Purse Snatching - Attempt,Pickpocket,10
Purse Snatching - Attempt,Pimping,2
Purse Snatching - Attempt,Prowler,7
Purse Snatching - Attempt,Purse Snatching,11
Purse Snatching - Attempt,"Rape, Attempted",8
Purse Snatching - Attempt,"Rape, Forcible",36
Purse Snatching - Attempt,Reckless Driving,3
Purse Snatching - Attempt,Resisting Arrest,27
Purse Snatching - Attempt,Robbery,40
Purse Snatching - Attempt,"Sex, Unlawful",24
Purse Snatching - Attempt,Sexual Pentration With A Foreign Object,15
Purse Snatching - Attempt,Shoplifting - Attempt,2
Purse Snatching - Attempt,Shoplifting - Petty Theft ($950 & Under),40
Purse Snatching - Attempt,Shoplifting-Grand Theft ($950.01 & Over),24
Purse Snatching - Attempt,Shots Fired At Inhabited Dwelling,16
Purse Snatching - Attempt,"Shots Fired At Moving Vehicle, Train Or Aircraft",4
Purse Snatching - Attempt,Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,14
Purse Snatching - Attempt,Stalking,13
Purse Snatching - Attempt,Telephone Property - Damage,1
Purse Snatching - Attempt,Theft From Motor Vehicle - Attempt,10
